id,province,city,lat,lon
531,استان کرمان,گلباف,29.8802,57.7374
532,استان کرمان,ارزوییه,28.456161,56.358819
533,استان کرمان,مردهک,28.355667,58.160472
534,استان کرمان,زنگی‌آباد,30.41313,56.91268
535,استان کرمان,بافت,29.23258,56.59901
536,استان کرمان,کوهبنان,31.41302,56.28065
537,استان کرمان,دهج,30.69073,54.88167
538,استان کرمان,بردسیر,29.92975,56.56764
539,استان کرمان,عنبرآباد,28.475275,57.85
540,استان کرمان,پاریز,29.87501,55.74856
541,استان کرمان,بزنجان,29.250811,56.699231
542,استان کرمان,قلعه گنج,27.5251,57.8815
543,استان کرمان,راور,31.27068,56.80255
544,استان کرمان,چترود,30.6023,56.90709
545,استان کرمان,رابر,29.29025,56.91314
546,استان کرمان,یزدان شهر,30.865031,56.361289
547,استان کرمان,نجف شهر,29.386419,55.713661
548,استان کرمان,نگار,29.86175,56.8012
549,استان کرمان,اختیارآباد,30.328011,56.923339
550,استان کرمان,هجدک,30.759939,56.986519
551,استان کرمان,بهرمان,30.903608,55.730269
552,استان کرمان,رودبار,36.8231,49.425919
553,استان کرمان,محی‌آباد,30.073689,57.231331
554,استان کرمان,خانوک,30.71866,56.77858
555,استان کرمان,راین,29.598569,57.43645
556,استان کرمان,جوپار,30.060097,57.110739
557,استان کرمان,گلزار,29.7043,57.0383
558,استان کرمان,شهداد,30.413669,57.704069
559,استان کرمان,کهنوج,27.916667,57.716667
560,استان کرمان,جبالبارز,28.907306,57.885261
561,استان کرمان,بم,29.097875,58.349056
562,استان کرمان,رفسنجان,30.41035,56.00296
563,استان کرمان,جیرفت,28.669339,57.739381
564,استان کرمان,بروات,29.050119,58.402461
565,استان کرمان,منوجان,27.4095,57.4953
566,استان کرمان,شهربابک,30.12261,55.11895
567,استان کرمان,فاریاب,28.0652,57.270019
568,استان کرمان,اندوهجرد,30.233331,57.75
569,استان کرمان,نرماشیر,28.9543,58.694481
570,استان کرمان,باغین,30.19225,56.81462
571,استان کرمان,انار,30.86928,55.27341
572,استان کرمان,مس سرچشمه,29.993469,55.794411
573,استان کرمان,کرمان,30.28773,57.07878
574,استان کرمان,درب بهشت,29.2378,57.3328
575,استان کرمان,رودبار,28.0065,58.002497
576,استان کرمان,نودژ,27.542778,57.444719
577,استان کرمان,زیدآباد,29.600931,55.536789
578,استان کرمان,حسین‌آباد,30.841661,55.340639
579,استان کرمان,کیانشهر,31.2333,56.399997
580,استان کرمان,ماهان,30.050111,57.288919
581,استان کرمان,کاظم‌آباد,30.56722,56.84731
582,استان کرمان,نظام شهر,28.91695,58.547089
583,استان کهگیلویه و بویراحمد,سوق,30.860611,50.456669
584,استان کهگیلویه و بویراحمد,چرام,30.7509,50.7415
585,استان کهگیلویه و بویراحمد,لیکک,30.9005,50.1016
586,استان کهگیلویه و بویراحمد,مارگون,30.99237,51.08253
587,استان کهگیلویه و بویراحمد,سی سخت,30.86367,51.45621
588,استان کهگیلویه و بویراحمد,قلعه رییسی,31.189925,50.441292
589,استان کهگیلویه و بویراحمد,دیشموک,31.297211,50.403139
590,استان کهگیلویه و بویراحمد,یاسوج,30.67242,51.58146
591,استان کهگیلویه و بویراحمد,دهدشت,30.790289,50.558986
592,استان کهگیلویه و بویراحمد,دوگنبدان,30.356472,50.793875
593,استان کهگیلویه و بویراحمد,گراب سفلی,30.942606,50.896794
594,استان کهگیلویه و بویراحمد,باشت,30.36308,51.15658
595,استان کهگیلویه و بویراحمد,لنده,30.9791,50.424989
596,استان گلستان,دلند,37.030856,55.031344
597,استان گلستان,نوکنده,36.742361,53.906322
598,استان گلستان,نوده خاندوز,37.074881,55.262481
599,استان گلستان,سیمین شهر,37.011953,54.231756
600,استان گلستان,کلاله,37.37935,55.492919
601,استان گلستان,گمیش تپه,37.079875,54.076586
602,استان گلستان,گرگان,36.83556,54.43577
603,استان گلستان,فاضل‌آباد,36.899997,54.75
604,استان گلستان,رامیان,37.013361,55.144031
605,استان گلستان,مینودشت,37.229308,55.379747
606,استان گلستان,کردکوی,36.793319,54.108789
607,استان گلستان,گالیکش,37.270339,55.429739
608,استان گلستان,خان ببین,37.011981,54.985861
609,استان گلستان,نگین شهر,37.140436,55.166197
610,استان گلستان,انبارالوم,37.135914,54.6152
611,استان گلستان,علی‌آباد,36.905311,54.867561
612,استان گلستان,اینچه برون,37.455397,54.718025
613,استان گلستان,آزادشهر,37.08735,55.177789
614,استان گلستان,آق‌قلا,37.011781,54.454011
615,استان گلستان,سرخنکلاته,36.892414,54.568636
616,استان گیلان,رشت,37.27953,49.58542
617,استان گیلان,لاهیجان,37.20182,50.01157
618,استان لرستان,خرم‌آباد,36.781511,50.872339
619,استان لرستان,الیگودرز,33.404289,49.6914
620,استان لرستان,ازنا,33.45982,49.45495
621,استان لرستان,پلدختر,33.152661,47.713039
622,استان لرستان,بروجرد,33.89813,48.7499
623,استان لرستان,گراب,33.474058,47.236864
624,استان لرستان,خرم‌آباد,33.49864,48.35716
625,استان لرستان,نورآباد,34.073831,47.972211
626,استان لرستان,سراب دوره,33.562819,48.021381
627,استان لرستان,چغلوندی,33.647681,48.561689
628,استان لرستان,چالانچولان,33.663881,48.905381
629,استان لرستان,زاغه,33.5,48.70585
630,استان لرستان,اشترینان,34.01614,48.64128
631,استان لرستان,دورود,33.49283,49.06129
632,استان لرستان,کوهدشت,33.532936,47.607036
633,استان لرستان,نورآباد,30.11869,51.52526
634,استان لرستان,کونانی,33.401942,47.327181
635,استان لرستان,درب گنبد,33.689167,47.151667
636,استان لرستان,چقابل,33.281622,47.509311
637,استان لرستان,الشتر,33.86325,48.26171
638,استان لرستان,معمولان,33.378469,47.961467
639,استان لرستان,سپیددشت,33.22001,48.88144
640,استان لرستان,محمودوند,33.488961,48.030939
641,استان مازندران,ساری,36.55976,53.06496
642,استان هرمزگان,ابوموسی,25.875,55.0213
643,استان هرمزگان,هرمز,27.09578,56.45132
644,استان هرمزگان,میناب,27.1475,57.074369
645,استان هرمزگان,خمیر,26.950981,55.588389
646,استان هرمزگان,بندرعباس,27.18824,56.27648
647,استان هرمزگان,سیریک,26.517314,57.101108
648,استان هرمزگان,جناح,27.0163,54.283719
649,استان هرمزگان,کنگ,26.597319,54.938731
650,استان هرمزگان,فارغان,28.009211,56.253189
651,استان هرمزگان,گاوبندی,27.20851,53.03488
652,استان هرمزگان,درگهان,26.962719,56.064864
653,استان هرمزگان,زیارتعلی,27.740444,57.220561
654,استان هرمزگان,قشم,26.955711,56.266431
655,استان هرمزگان,رودان,27.445,57.18926
656,استان هرمزگان,بستک,27.198189,54.362831
657,استان هرمزگان,کیش,26.551133,53.998903
658,استان هرمزگان,سوزا,26.777558,56.063208
659,استان هرمزگان,فین,27.627422,55.902928
660,استان هرمزگان,دهبارز,27.4266,57.240161
661,استان همدان,برزول,34.213133,48.253975
662,استان همدان,شیرین سو,35.490614,48.448944
663,استان همدان,کبودراهنگ,35.20688,48.72269
664,استان همدان,سرکان,34.59946,48.44335
665,استان همدان,فرسفج,34.48835,48.289119
666,استان همدان,همدان,34.79874,48.51487
667,استان همدان,اسدآباد,34.78325,48.12514
668,استان همدان,دمق,35.44427,48.82249
669,استان همدان,بهار,34.9027,48.44247
670,استان همدان,ملایر,34.30119,48.81611
671,استان همدان,جوکار,34.432564,48.683461
672,استان همدان,سامن,34.20824,48.70595
673,استان همدان,فامنین,35.11658,48.97166
674,استان همدان,لالجین,34.97498,48.47827
675,استان همدان,زنگنه,34.152097,49.01095
676,استان همدان,گیان,34.175833,48.244167
677,استان همدان,ازندریان,34.50362,48.68852
678,استان همدان,فیروزان,34.360347,48.114264
679,استان همدان,رزن,35.38577,49.03315
680,استان همدان,مریانج,34.82757,48.45873
681,استان همدان,جورقان,34.887389,48.554861
682,استان همدان,تویسرکان,34.55322,48.44389
683,استان همدان,قهاوند,34.85894,49.00228
684,استان همدان,نهاوند,34.18926,48.37146
685,استان همدان,گل تپه,35.217511,48.207261
686,استان یزد,اردکان,32.31932,54.02621
687,استان یزد,طبس,33.59611,56.92808
688,استان یزد,عشق‌آباد,34.36873,56.92842
689,استان یزد,عشق‌آباد,36.0462,58.6866
690,استان یزد,حمیدیا,31.837597,54.378297
691,استان یزد,تفت,31.752186,54.217411
692,استان یزد,مروست,30.47624,54.20952
693,استان یزد,اشکذر,32.00315,54.20257
694,استان یزد,ابرکوه,31.12934,53.28317
695,استان یزد,ندوشن,32.025636,53.54855
696,استان یزد,اردکان,30.25,51.979931
697,استان یزد,میبد,32.23114,54.02239
698,استان یزد,دیهوک,33.294117,57.510869
699,استان یزد,شاهدیه,31.9498,54.2801
700,استان یزد,عقدا,32.440278,53.625556
701,استان یزد,مهریز,31.583631,54.445669
702,استان یزد,مهردشت,31.02301,53.35525
703,استان یزد,هرات,30.05854,54.36728
704,استان یزد,بافق,31.602869,55.39785
705,استان یزد,به‌آباد,31.87691,56.0204
706,استان یزد,زارچ,31.9903,54.231789
707,استان یزد,خضرآباد,31.865714,53.952414
708,استان یزد,احمدآباد,32.35411,53.99152
709,استان یزد,یزد,31.89582,54.36787
710,استان کرمانشاه,بیستون,34.385742,47.439
711,استان گیلان,پره سر,37.5828,49.086203
712,استان مرکزی,خمین,33.650739,50.0834
713,استان آذربایجان شرقی,بستان‌آباد,37.840858,46.831675
714,استان خوزستان,لالی,32.330369,49.0922
715,استان آذربایجان غربی,کشاورز,36.834511,46.353069
716,استان آذربایجان شرقی,مراغه,37.391986,46.238358
717,استان مرکزی,کمیجان,34.72088,49.32237
718,استان گیلان,بازارجمعه,37.407586,49.119158
719,استان آذربایجان غربی,نالوس,36.983717,45.145864
720,استان گیلان,منجیل,36.746261,49.397319
721,استان مرکزی,خنداب,34.391842,49.185067
722,استان مرکزی,شازند,33.92896,49.40695
723,استان مازندران,کله بست,36.639528,52.633175
724,استان آذربایجان شرقی,نظرکهریزی,37.35135,46.764044
725,استان خوزستان,بهبهان,30.596572,50.240372
726,استان آذربایجان شرقی,جلفا,38.938225,45.627069
727,استان مرکزی,آشتیان,34.5229,50.00401
728,استان آذربایجان شرقی,صوفیان,38.28204,45.98067
729,استان گیلان,املش,37.09569,50.18479
730,استان آذربایجان شرقی,بناب جدید,38.428031,45.907081
731,استان کرمانشاه,کرمانشاه,34.324487,47.073167
732,استان کرمانشاه,هرسین,34.276492,47.586111
733,استان آذربایجان شرقی,کلیبر,38.865647,47.042717
734,استان کرمانشاه,روانسر,34.716314,46.666583
735,استان خراسان رضوی,رباط سنگ,35.547239,59.196289
736,استان گیلان,شفت,37.164869,49.412061
737,استان مازندران,بهنمیر,36.665928,52.762131
738,استان مازندران,کیاسر,36.242364,53.539633
739,استان مرکزی,محلات,33.914881,50.45522
740,استان گیلان,رستم‌آباد,36.897761,49.5
741,استان گیلان,لوندویل,38.308381,48.869244
742,استان تهران,تجریش,35.799611,51.446
743,استان مرکزی,مهاجران,34.049789,49.430631
744,استان آذربایجان شرقی,ورزقان,38.50871,46.6465
745,استان آذربایجان شرقی,زرنق,38.09469,47.08291
746,استان خوزستان,دهدز,31.709642,50.289647
747,استان آذربایجان شرقی,هریس,38.25165,47.11544
748,استان کرمانشاه,سرپل ذهاب,34.464983,45.86395
749,استان هرمزگان,بندر لنگه,26.558339,54.878942
750,استان گلستان,بندر گز,36.78155,53.938256
751,استان آذربایجان شرقی,دوزدوزان,37.95,47.116661
752,استان گیلان,ماسال,37.363644,49.132892
753,استان مرکزی,پرندک,35.363633,50.679889
754,استان مازندران,امیرکلا,36.595528,52.657883
755,استان گلستان,گنبد کاووس,37.252431,55.167514
756,استان مازندران,زیراب,36.176061,52.9768
757,استان آذربایجان غربی,ایواوغلی,38.719911,45.216931
758,استان کرمانشاه,کوزران,34.493381,46.599244
759,استان مازندران,ایزدشهر,36.6,52.134167
760,استان خوزستان,زهره,30.469969,49.678531
761,استان کرمان,ریحان,30.747386,56.731689
762,استان آذربایجان شرقی,هادیشهر,38.840294,45.661681
763,استان مازندران,گلوگاه,36.307408,52.627669
764,استان گیلان,رحیم‌آباد,37.03151,50.3256
765,استان آذربایجان غربی,سیه چشمه,39.062414,44.380803
766,استان مازندران,قائم‌شهر,36.463781,52.857417
767,استان خوزستان,میانرود,32.227631,48.424783
768,استان مازندران,نکا,36.645569,53.302831
769,استان آذربایجان شرقی,ترکمانچای,37.581211,47.391353
770,استان گیلان,چابکسر,36.965739,50.565561
771,استان آذربایجان شرقی,سراب,37.939086,47.537258
772,استان آذربایجان شرقی,اقکند,37.257358,48.06495
773,استان آذربایجان غربی,ماکو,39.293947,44.452333
774,استان مازندران,نور,36.567775,52.015481
775,استان کرمانشاه,حمیل,33.936231,46.7736
776,استان آذربایجان شرقی,باسمنج,38.00083,46.47884
777,استان خوزستان,امیدیه,30.762219,49.707461
778,استان گیلان,کلاچای,37.08036,50.39598
779,استان آذربایجان غربی,سردشت,30.32635,50.217933
780,استان هرمزگان,بندر چارک,26.729261,54.278719
781,استان بوشهر,بندر کنگان,27.8323,52.065711
782,استان آذربایجان شرقی,آذرشهر,37.762231,45.977461
783,استان کرمانشاه,صحنه,34.4814,47.693281
784,استان گیلان,توتکابن,36.893172,49.525461
785,استان خوزستان,مینوشهر,30.3535,48.197
786,استان کرمانشاه,سطر,34.813069,47.461686
787,استان قزوین,ضیاءآباد,35.99332,49.44761
788,استان آذربایجان شرقی,خسروشهر,37.950672,46.051044
789,استان گیلان,سیاهکل,37.15472,49.87033
790,استان آذربایجان غربی,نقده,36.963392,45.389561
791,استان مازندران,فریدونکنار,36.683039,52.520731
792,استان مازندران,خوش رودپی,36.370203,52.565278
793,استان گلستان,بندر ترکمن,36.890725,54.073314
794,استان مازندران,تنکابن,36.815919,50.879889
795,استان آذربایجان شرقی,عجب شیر,37.476792,45.894078
796,استان خوزستان,باغملک,31.523136,49.885183
797,استان آذربایجان شرقی,شبستر,38.1778,45.7001
798,استان گیلان,ماسوله,37.156622,48.986122
799,استان مازندران,مرزیکلا,36.363756,52.732864
800,استان مرکزی,غرق‌آباد,35.11166,49.83262
801,استان خوزستان,ملاثانی,31.585464,48.883558
802,استان مازندران,چمستان,36.478589,52.110611
803,استان کرمانشاه,باینگان,34.983133,46.276703
804,استان خوزستان,ویس,31.4851,48.8746
805,استان خوزستان,قلعه خواجه,32.205919,49.444361
806,استان آذربایجان شرقی,خامنه,38.19512,45.63066
807,استان آذربایجان شرقی,شرفخانه,38.1793,45.486369
808,استان گیلان,بره سر,36.772397,49.750844
809,استان سیستان و بلوچستان,هیدوج,26.999361,62.121431
810,استان کرمانشاه,جوانرود,34.79265,46.494842
811,استان مازندران,کلارآباد,36.665253,51.244125
812,استان گیلان,لشت نشا,37.35891,49.86295
813,استان سیستان و بلوچستان,چابهار,25.293189,60.646319
814,استان خوزستان,اهواز,31.32109,48.6777
815,استان آذربایجان شرقی,بخشایش,38.13402,46.9496
816,استان خوزستان,مسجد سلیمان,31.944811,49.297908
817,استان خوزستان,مقاومت,30.4477,48.1687
818,استان مازندران,نشتارود,36.748514,51.035969
819,استان آذربایجان غربی,قوشچی,37.991383,45.040683
820,استان آذربایجان شرقی,ترک,37.615881,47.771475
821,استان خوزستان,دزاب,32.299722,48.427222
822,استان آذربایجان شرقی,سیه رود,38.869375,46.00175
823,استان گیلان,گوراب زرمیخ,37.302125,49.220772
824,استان خراسان رضوی,آن‌ابد,35.250731,57.808483
825,استان کرمانشاه,سرمست,34.024953,46.328903
826,استان مرکزی,نیمور,33.881811,50.5762
827,استان کرمانشاه,کرندغرب,34.279231,46.242561
828,استان مازندران,کیاکلا,36.575483,52.811169
829,استان مازندران,رامسر,36.9231,50.642939
830,استان گیلان,صومعه سرا,37.306619,49.311019
831,استان خوزستان,دزفول,32.37925,48.397661
832,استان آذربایجان شرقی,خواجه,38.15334,46.58176
833,استان کرمانشاه,کنگاور,34.501364,47.962867
834,استان گیلان,هشتپر,37.801408,48.903847
835,استان بوشهر,بندر دیلم,30.052769,50.155794
836,استان آذربایجان شرقی,لیلان,37.011336,46.205794
837,استان لرستان,مؤمن‌آباد,33.59745,49.521108
838,استان همدان,قروه در جزین,35.31305,49.1018
839,استان مرکزی,ساوه,35.03209,50.36053
840,استان فارس,کره‌ای,30.032789,53.717569
841,استان آذربایجان غربی,بوکان,36.5214,46.2176
842,استان مرکزی,زاویه,35.38416,50.56728
843,استان آذربایجان شرقی,شربیان,37.882425,47.101456
844,استان خوزستان,قلعه تل,31.631939,49.890281
845,استان مازندران,کوهی خیل,36.688003,52.908647
846,استان آذربایجان غربی,سرو,37.726944,44.642931
847,استان آذربایجان غربی,میرآباد,36.406511,45.370722
848,استان مازندران,گتاب,36.430319,52.656867
849,استان آذربایجان شرقی,مرند,38.43673,45.78896
850,استان خراسان رضوی,بایگ,35.377778,59.035153
851,استان آذربایجان شرقی,میانه,37.426567,47.710456
852,استان مرکزی,آستانه,33.885981,49.353411
853,استان خوزستان,شادگان,30.645261,48.659319
854,استان کرمانشاه,هلشی,34.110561,47.089883
855,استان آذربایجان غربی,اشنویه,37.040669,45.093572
856,استان تهران,رباط کریم,35.483892,51.084392
857,استان گیلان,شلمان,37.150875,50.206969
858,استان آذربایجان غربی,سردشت,36.158181,45.473864
859,استان خوزستان,آغاجاری,30.698119,49.830475
860,استان گیلان,آستانه اشرفیه,37.26567,49.94318
861,استان مرکزی,تفرش,34.69378,50.0155
862,استان خوزستان,شیبان,31.4053,48.7941
863,استان مرکزی,میلاجرد,34.623075,49.203772
864,استان خوزستان,حر,32.149436,48.390617
865,استان آذربایجان غربی,باروق,36.9551,46.324947
866,استان کرمانشاه,نودشه,35.182686,46.253222
867,استان گیلان,سنگر,37.177031,49.693922
868,استان خوزستان,حمیدیه,31.481069,48.432289
869,استان گیلان,لوشان,36.624869,49.514361
870,استان مازندران,جویبار,36.641672,52.906239
871,استان مازندران,فریم,36.1777,53.2644
872,استان مازندران,مرزن‌آباد,36.451756,51.274694
873,استان گیلان,بندرانزلی,37.473139,49.467561
874,استان خوزستان,رامشیر,30.895153,49.409728
875,استان مازندران,سورک,36.596161,53.210819
876,استان آذربایجان غربی,گردکشانه,36.807,45.2655
877,استان مرکزی,نوبران,35.130514,49.710269
878,استان خوزستان,رامهرمز,31.278864,49.605347
879,استان خوزستان,چمران,30.7054,49.1662
880,استان خوزستان,صیدون,31.366686,50.085147
881,استان آذربایجان غربی,سیمینه,36.7288,46.1828
882,استان مازندران,زرگر محله,36.522747,52.576022
883,استان گیلان,چوبر,37.092306,49.414664
884,استان گیلان,حویق,38.146897,48.893961
885,استان گیلان,کیاشهر,37.41876,49.94896
886,استان مرکزی,نراق,34.01037,50.84081
887,استان آذربایجان شرقی,خراجو,37.313372,46.529014
888,استان کرمانشاه,میان راهان,34.584844,47.434614
889,استان آذربایجان شرقی,اسکو,37.914683,46.121114
890,استان چهارمحال و بختیاری,فرادنبه,32.00806,51.21772
891,استان آذربایجان شرقی,قره‌آغاج,37.128897,46.975231
892,استان کرمانشاه,سومار,33.87875,45.640081
893,استان آذربایجان شرقی,ایلخچی,37.938533,45.979564
894,استان آذربایجان شرقی,کشکسرای,38.454831,45.5694
895,استان آذربایجان غربی,سلماس,38.197583,44.7671
896,استان مازندران,رستمکلا,36.680461,53.426903
897,استان آذربایجان شرقی,خمارلو,39.148289,47.034233
898,استان اصفهان,مجلسی,32.19892,51.50445
899,استان کرمانشاه,نوسود,35.173031,46.212269
900,استان مازندران,سلمان شهر,36.6947,51.1955
901,استان مازندران,پل سفید,36.111861,53.058714
902,استان آذربایجان شرقی,آبش احمد,39.041506,47.315861
903,استان آذربایجان شرقی,ملکان,37.143089,46.103628
904,استان بوشهر,بندر ریگ,29.483369,50.627889
905,استان آذربایجان شرقی,هوراند,38.860089,47.370039
906,استان مازندران,نوشهر,36.647314,51.506772
907,استان آذربایجان شرقی,کلوانق,38.103381,46.993719
908,استان کرمانشاه,گیلانغرب,34.142889,45.91525
909,استان مرکزی,دلیجان,33.990831,50.687681
910,استان مازندران,گزنک,35.902336,52.224578
911,استان خوزستان,اروندکنار,29.987578,48.515428
912,استان گیلان,فومن,37.227919,49.311061
913,استان مازندران,محمودآباد,36.631406,52.262897
914,استان آذربایجان غربی,میاندواب,36.966397,46.103406
915,استان آذربایجان غربی,پیرانشهر,36.704997,45.139061
916,استان گیلان,جیرنده,36.703367,49.795094
917,استان آذربایجان شرقی,کوزه کنان,38.184311,45.574681
918,استان گیلان,احمد سرگوراب,37.127461,49.364131
919,استان کرمانشاه,گهواره,34.344294,46.418522
920,استان آذربایجان غربی,تکاب,36.39975,47.10756
921,استان مازندران,امل,36.465811,52.350428
922,استان آذربایجان غربی,شاهین‌دژ,36.67917,46.56056
923,استان مرکزی,فرمهین,34.50675,49.68237
924,استان آذربایجان غربی,خوی,38.55375,44.948969
925,استان آذربایجان شرقی,سردرود,38.03083,46.14708
926,استان مازندران,بابلسر,36.698069,52.6545
927,استان آذربایجان شرقی,سیس,38.199731,45.812569
928,استان خوزستان,بندر ماهشهر,30.555333,49.189817
929,استان آذربایجان غربی,شوط,39.217747,44.771214
930,استان خوزستان,بستان,31.721868,47.98472
931,استان آذربایجان شرقی,وایقان,38.12858,45.71261
932,استان آذربایجان شرقی,اهر,38.48884,47.07026
933,استان مرکزی,اراک,34.09694,49.69097
934,استان مازندران,گلوگاه,36.726131,53.810631
935,استان آذربایجان غربی,بازرگان,39.387831,44.387989
936,استان گیلان,رانکوه,37.0424,50.233008
937,استان مرکزی,قورچی باشی,33.675644,49.876808
938,استان مازندران,خلیل شهر,36.689753,53.641472
939,استان کرمانشاه,ازگله,34.830214,45.843753
940,استان آذربایجان شرقی,زنوز,38.58866,45.83158
941,استان گیلان,رودسر,37.13138,50.29874
942,استان خوزستان,هفتگل,31.447089,49.531419
943,استان آذربایجان شرقی,مهربان,38.07763,47.12748
944,استان آذربایجان شرقی,تیکمه داش,37.723164,46.9415
945,استان مازندران,بابل,36.541942,52.681436
946,استان آذربایجان غربی,سیلوانه,37.421742,44.853894
947,استان خوزستان,گتوند,32.245239,48.812069
948,استان آذربایجان غربی,ربط,36.209167,45.551389
949,استان مازندران,عباس‌آباد,36.722931,51.107169
950,استان خوزستان,شوشتر,32.044386,48.854911
951,استان گیلان,واجارگاه,37.039697,50.403903
952,استان مازندران,بهشهر,36.693781,53.540931
953,استان آذربایجان غربی,پلدشت,39.348669,45.06995
954,استان خوزستان,هویزه,31.460819,48.07495
955,استان خوزستان,ایذه,31.836161,49.869981
956,استان آذربایجان غربی,فیرورق,38.5819,44.8312
957,استان مازندران,کتالم وسادات شهر,36.889189,50.6961
958,استان گیلان,اطاقور,37.109961,50.113339
959,استان گیلان,لنگرود,37.19603,50.1514
960,استان خوزستان,سالند,32.499981,48.8367
961,استان آذربایجان شرقی,تسوج,38.318106,45.357817
962,استان آذربایجان غربی,محمدیار,36.985575,45.515253
963,استان آذربایجان شرقی,شندآباد,38.142981,45.626411
964,استان مرکزی,هندودر,33.780089,49.23065
965,استان کرمانشاه,تازه‌آباد,34.764356,46.154589
966,استان گلستان,مراوه تپه,37.903994,55.948731
967,استان کرمانشاه,رباط,34.269939,46.807103
968,استان آذربایجان غربی,اواجیق,39.329933,44.153969
969,استان آذربایجان غربی,قره ضیاءالدین,38.889131,45.030689
970,استان مازندران,آلاشت,36.068025,52.834672
971,استان فارس,کارزین,28.412681,53.104411
972,استان خوزستان,هندیجان,30.236569,49.714419
973,استان آذربایجان شرقی,گوگان,37.779658,45.903994
974,استان بوشهر,ابپخش,29.360931,51.071911
975,استان هرمزگان,بندر جاسک,25.646939,57.7742
976,استان خوزستان,رفیع,31.5971,47.8923
977,استان خوزستان,سوسنگرد,31.557269,48.18585
978,استان مرکزی,داودآباد,34.293225,49.856969
979,استان کرمانشاه,اسلام‌آباد غرب,34.110989,46.528681
980,استان مرکزی,سنجان,34.05347,49.61924
981,استان مازندران,شیرگاه,36.289633,52.890781
982,استان مرکزی,مامونیه,35.30116,50.50735
983,استان گیلان,اسالم,37.736047,48.942297
984,استان گیلان,آستارا,38.434161,48.868144
985,استان مازندران,رینه,35.880647,52.168686
986,استان گیلان,کوچصفهان,37.27832,49.77273
987,استان آذربایجان غربی,ارومیه,37.55051,45.06546
988,استان مرکزی,توره,34.04055,49.283889
989,استان کرمانشاه,سنقر,34.781672,47.593961
990,استان آذربایجان شرقی,ممقان,37.845867,45.971661
991,استان خوزستان,جایزان,30.876239,49.848681
992,استان مازندران,رویان,36.5732,51.9665
993,استان تهران,پرند,35.46545,50.97578
994,استان آذربایجان شرقی,بناب,37.339494,46.056108
995,استان مازندران,کلاردشت,36.506961,51.159022
996,استان مازندران,چالوس,36.652661,51.420781
997,استان خوزستان,الوان,31.875472,48.339708
998,استان آذربایجان غربی,نوشین,37.762789,45.053797
999,استان آذربایجان شرقی,یامچی,38.523339,45.644781
1000,استان گیلان,مرجقل,37.280156,49.354794
1001,استان آذربایجان غربی,چهاربرج,37.126264,45.9793
1002,استان مرکزی,کرهرود,34.0562,49.6424
1003,استان مازندران,دابودشت,36.515292,52.481908
1004,استان کرمانشاه,پاوه,35.046619,46.362519
1005,استان خوزستان,حسینیه,32.6801,48.24835
1006,استان بوشهر,بندر دیر,27.84367,51.94626
1007,استان مازندران,بلده,36.202617,51.808997
1008,استان گیلان,خشکبیجار,37.37302,49.75766
1009,استان آذربایجان شرقی,خاروانا,38.687761,46.17005
1010,استان مرکزی,رازقان,35.33065,49.957969
1011,استان گیلان,رودبنه,37.254889,50.003272
1012,استان آذربایجان غربی,تازه شهر,38.174381,44.689358
1013,استان مازندران,محمودآباد,36.7803,46.439272
1014,استان خوزستان,اندیمشک,32.458089,48.35615
1015,استان آذربایجان شرقی,هشترود,37.475953,47.050036
1016,استان کرمانشاه,قصرشیرین,34.515931,45.582681
1017,استان گیلان,خمام,37.38877,49.65824
1018,استان گیلان,لیسار,37.95795,48.908242
1019,استان مازندران,سرخرود,36.669653,52.449053
1020,استان گیلان,دیلمان,36.888306,49.906411
1021,استان گیلان,کومله,37.152006,50.174514
